"Bolagsnamn";"Info";"Info";"Info";"Info";"Info";"Aktiekurs";"Börsvärde";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"P/E";"P/E";"P/E";"P/S";"P/S";"P/S";"P/FCF";"P/FCF";"P/FCF";"Medelvärde";"Medelvärde";"Medelvärde";"Info";"N. Rapport";"Graham"
"";"Land";"Lista";"Bransch";"Ticker";"ISIN";"Senaste";"Senaste";"Utveck.  1d";"Utveck.  1v";"Utveck.  1m";"Utveck.  3m";"Utveck.  6m";"Utveck.  1 år";"Utveck.  3 år";"Utveck.  5 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"MA(5)/MA(20)";"MA(20)/MA(70)";"MA(50)/MA(200)";"N. Rapport";"Antal dagar";"Poäng"
"Medistim";"Norge";"OB Match";"Sjukvård";"MEDI";"NO0010159684";71;1288.579;-0.01388889;-0.01730104;0.04797048;-0.05333333;-0.08974358;0.3653846;2.021276;2.96648;31.0899;25.92637;26.84288;4.653237;4.023582;4.054908;40.33869;49.26125;45.57099;0.005407333;0.04214716;-0.02013731;"2017-04-27";"";4
"Medivir";"Sverige";"Mid Cap";"Bioteknik";"MVIR B";"SE0000273294";67;1583.679;0.01132075;-0.01470588;-0.02545455;-0.14377;-0.07266436;0.3987473;-0.5231317;0.1858407;6.637409;-2.769233;15.50792;41.45757;18.47932;22.0819;3.005654;-11.44247;4.874574;-0.004628778;-0.06102234;-0.07355249;"2017-04-28";"";3
"Mekonomen";"Sverige";"Mid Cap";"Återförsäljare";"MEKO";"SE0002110064";168;6031.368;0.005988024;0.0212766;-0.05617978;-0.04815864;0.04024768;-0.106383;-0.08446866;-0.1784841;17.89728;18.51023;18.07296;1.000061;1.090179;1.113776;14.02644;14.82927;17.68954;-0.02521497;-0.01446694;0.005963445;"2017-05-10";"";4
"MenuCard";"Sverige";"Aktietorget";"Programvara & Internet";"MENU B";"SE0009383615";1.78;"";0.4710743;-0.04301077;-0.2053571;-0.3431734;"";"";"";"";"";"";"";"";"";"";"";"";"";-0.106571;-0.1885162;-0.1051753;"";"";2
"Mertiva";"Sverige";"NGM";"Läkemedel";"MERT MTF";"SE0005191806";20;373.44;0.09890106;0.08108108;0.08695655;-0.1701245;-0.3710692;0.2121212;0.4285714;"";459.7701;-407.046;-912.2816;"";2098.969;"";57.85283;-197.688;-26.79893;-0.01608229;-0.08128023;-0.1804172;"";"";1
"Metallvärden";"Sverige";"NGM";"Produktion";"METV MTF";"SE0007789417";0.221;5.747768;0;-0.004504513;-0.2405498;-0.7166666;-0.7202532;-0.7895238;-0.9263333;-0.9979725;-0.3844147;-9.773047;-18.2472;0.1978918;0.6790178;1.327347;-0.2497943;-2.324895;-27.4193;0.02258992;-0.468732;-0.5528424;"";"";1
"Metso";"Finland";"Large Cap";"Tjänster & Leverans";"METSO";"FI0009007835";30.56;4583.542;0.02207357;-0.01387545;0.1016582;0.06965348;0.1758368;0.5379969;0.05780547;0.4589967;33.45741;25.14239;22.59853;1.740806;1.377114;1.415891;15.48494;12.27028;11.07472;-0.03574634;0.08217346;0.0845462;"2017-04-25";"";3
"Metsä Board B";"Finland";"Large Cap";"Skog";"METSB";"FI0009000665";6.7;2381.937;0.02134144;0.001494731;0.06433673;0.07890496;0.17854;0.4291808;1.03536;2.812016;23.65819;22.02656;20.24251;1.348317;1.178426;1.159523;20.62283;9.680593;45.11943;0.008759975;0.04216135;0.06507087;"2017-05-04";"";""
"Micro Systemation";"Sverige";"Small Cap";"Programvara & Internet";"MSAB B";"SE0000526626";68;1251.2;-0.00729927;-0.05226481;0.1724138;0.1623932;0.09236948;0.36;4.271318;3.121212;27.083;27.07309;23.97855;4.98486;4.911561;4.547418;25.58691;23.79942;20.4191;0.01438844;0.1141009;0.04716849;"2017-04-28";"";4
"Micropos Medical";"Sverige";"Aktietorget";"Sjukvård";"MPOS";"SE0002834507";1.71;102.152;0.1324504;0.04907978;-0.005813948;-0.08064515;-0.145;-0.09999997;-0.43;-0.2036881;-6.023248;-7.327122;-7.97282;49.78167;125.5545;117.6415;-7.871772;0.3025757;-10.39822;0.01471972;-0.06660819;-0.149759;"";"";1
"Midsona B";"Sverige";"Small Cap";"Konsumentprodukter";"MSON B";"SE0000565228";53.25;2270.899;-0.01843318;0;0.04926108;0.05445545;0.3148148;0.4832869;0.547965;3.143969;39.15441;25.60102;26.09206;1.182144;0.8027017;0.8424929;-2.968496;-2.619653;-2.985036;0.0464617;0.03088558;0.1061478;"2017-04-26";"";""
"Migatronic";"Denmark";"Small Cap";"Tjänster & Leverans";"MIGA B";"DK0010225127";275;0.275;0;-0.03508772;-0.1013072;0.1178862;0.1316872;0.06177606;0.6176471;1.2;"";"";"";"";"";"";"";"";"";-0.02460003;0.06353247;0.1358236;"";"";2
"Millicom";"Sverige";"Large Cap";"Telekommunikationstjänster";"MIC SDB";"SE0001174970";482.6;48329.5;0.00290938;-0.007812475;0.001037129;-0.004332589;0.2663343;0.06276151;-0.2558211;-0.2375987;-119.0899;-76.26553;-94.18829;0.8461572;0.8833706;0.8690512;12.81616;26.65273;18.43616;0.003685117;-0.009559333;0.1010094;"2017-04-26";"";2
"Mindmancer";"Sverige";"First North";"Elektronisk utrustning";"MIND";"SE0005365681";6.75;78.61725;-0.01459853;-0.09395971;-0.08163264;-0.1059603;0.01503758;-0.3778802;-0.3076923;"";-5.208735;-9.690737;-8.176845;3.008812;3.53995;4.353215;-7.132757;-16.57259;-17.81503;-0.04416293;0.01584852;-0.05577582;"";"";""
"Minesto";"Sverige";"First North";"Energiproducenter";"MINEST";"SE0007578141";6;451.014;0.01694914;-0.02439026;-0.07692307;-0.1666666;-0.1428571;0.2903225;"";"";-34.90401;-15.16371;-18.47398;15.38929;12.52108;12.08132;-12.79436;-7.380925;-7.936062;-0.01591188;-0.1202441;-0.04079688;"2017-05-18";"";1
"Mips";"Sverige";"Small Cap";"Konsument";"MIPS";"SE0009216278";59;1492.641;-0.01666667;0;0.07272728;"";"";"";"";"";104.3694;52.18468;34.78979;17.23027;8.615134;5.743423;122.4982;61.24912;40.83274;0.07568288;0.03398776;"";"";"";1
"Miris";"Sverige";"Aktietorget";"Sjukvård";"MIR";"SE0001717323";0.042;66.87761;0.05000001;0;0.07692304;0.0243902;-0.3913044;-0.4545454;-0.8228596;-0.8425787;-2.957747;-4.208716;-4.107564;6.643911;9.635236;9.314363;-2.791219;-4.063688;-4.345548;-0.007159948;0.03786278;-0.2705671;"2017-05-04";"";1
"Misen Energy";"Sverige";"First North";"Olja & Gas";"MISE";"SE0001486952";3.1;449.7108;0;0.09929077;0.1397058;0.3362069;0.286307;0.3777778;-0.6884422;-0.523077;-148.3254;-26.71348;-56.06795;0.6659028;0.9837695;1.109742;16.24443;-10.92294;-5.796297;-0.00581491;0.01628149;0.1052631;"";"";2
"Moberg Pharma";"Sverige";"Small Cap";"Läkemedel";"MOB";"SE0003613090";55;957.605;0;0.04761905;0.07843138;-0.09836065;-0.05579399;0.378446;0.7460317;0.8965517;27.11898;22.77544;25.92085;2.592311;2.44958;2.431937;-1.585691;-2.576443;-19.965;0.04914892;-0.04957682;-0.02173412;"2017-05-10";"";1
"Mobile Loyalty";"Sverige";"Aktietorget";"Media";"MOBI";"SE0005936226";0.074;27.049;0.1384616;0.01369866;0.08823524;-0.2127659;-0.05128206;-0.1294118;"";"";-2.090395;-4.05297;-3.871792;6.856527;24.42424;26.60753;-3.120198;-7.815052;-5.649189;0.06588578;-0.1524552;-0.1242451;"";"";1
"Mobilåtervinning";"Sverige";"NGM";"Elektronisk utrustning";"MOVI MTF";"SE0007705074";16;23.968;0;-0.08571428;-0.1160221;-0.2;-0.4160584;"";"";"";-6.676403;"";"";8.448361;"";"";-11.295;"";"";0.004484296;-0.05963856;-0.1957328;"";"";3
"Modern Ekonomi";"Sverige";"First North";"Media";"ME";"SE0005991601";3.8;56.1412;0.01333332;-0.06862745;-0.05000001;-0.09523807;-0.2164948;-0.173913;"";"";35.95081;35.07653;22.89082;0.5186062;0.6298277;0.6884871;-13.19107;-2.546953;44.92008;-0.04662961;0.009230852;-0.07997435;"2017-04-27";"";1
"Moment Group";"Sverige";"First North";"Hotell, restaurang & nöje";"MOMENT";"SE0000680902";18.1;261.0563;0.02840909;-0.005494526;-0.005494526;0.016854;0.005555577;-0.1127451;0.2066667;0.1242236;-451.3716;-91.42407;-164.0825;0.2686113;0.3804805;0.33397;-5.829361;-1.273111;-3.68698;-0.02465755;0.00141108;-0.02410001;"";"";""
"Monberg & Thorsen";"Denmark";"Small Cap";"Byggnation";"MT B";"DK0010224310";216;0.216;0.01408451;-0.01144165;-0.136;-0.2285714;-0.1529412;-0.3609467;-0.3846154;0.2;"";"";"";"";"";"";"";"";"";-0.05879802;-0.1093277;-0.05700737;"";"";2
"Motion Display";"Sverige";"Aktietorget";"Elektronisk utrustning";"MODI";"SE0005798923";11;114.345;-0.004524904;-0.08333333;-0.1970803;-0.4554456;0.4666667;0.8803419;0.4666667;"";-85.07347;135.5119;185.256;3.532765;2.898759;2.727484;-242.7707;-335.8836;-435.8053;-0.0326854;-0.1728429;0.317282;"2017-05-04";"";1
"MQ";"Sverige";"Small Cap";"kläder & Textil";"MQ";"SE0003303460";32.6;1146.086;0.009287902;-0.05780347;-0.0297619;-0.04956271;-0.09192208;-0.1212938;0.2074074;0.516279;12.32374;13.6315;13.05511;0.6342477;0.7728527;0.7969937;26.0474;71.85806;43.65518;-0.01761663;"";-0.0345282;"";"";2
"Mr Green & Co";"Sverige";"Small Cap";"Betting & Spel";"MRG";"SE0006963682";38.6;1383.771;0.007832878;-0.06763292;-0.1064815;0.1804281;0.1804281;0.1522388;"";"";50.42456;22.89732;16.27952;1.408906;1.514377;1.54113;27.22191;20.57952;22.25473;-0.0129413;0.04641068;0.1949637;"2017-04-28";"";""
"MSC Konsult";"Sverige";"Small Cap";"IT-Tjänster";"MSC B";"SE0000395105";2.25;99.75375;-0.03433473;-0.02173911;0.1538461;0.004464282;0.0135135;-0.06250004;0.01809953;-0.02173911;-220.5882;-62.03151;-81.57749;0.6115435;0.3775639;0.4285336;-10.35219;-9.045157;3.801106;0.07749426;0.01623547;-0.07929313;"2017-05-17";"";2
"MTG B";"Sverige";"Large Cap";"Media";"MTG B";"SE0000412371";288;19199.23;0.02091455;0.02930669;-0.0600522;-0.009969041;0.1721612;0.2193057;-0.02339774;-0.02669819;-125.4902;-72.24416;-41.59137;1.084641;0.9703751;1.00896;157.3708;92.26575;7.2748;-0.01988471;-0.03011739;0.129622;"2017-04-21";"";2
"MultiClient Geophysical";"Norge";"Oslo Axess";"Olja & Gas";"MCG";"NO0010657604";1.37;127.1935;0;0;0;-0.01438848;0.8513513;0.4891304;-0.3911111;"";-2.576641;-1.742143;-2.780729;1.457869;1.199541;1.591029;-3.669549;10.88127;-4.033749;-0.006526411;-0.007709682;0.3204938;"";"";2
"Multiconsult";"Norge";"OB Match";"Byggnation";"MULTI";"NO0010734338";86.5;2270.279;-0.005747126;0.005813953;-0.06989247;-0.1435644;-0.1761905;-0.06486487;"";"";10.6204;14.0262;9.122438;0.8716351;0.8388585;0.6185489;-204.1985;-8.909882;-56.65319;-0.02983212;-0.04038268;-0.07224768;"";"";2
"MultiDocker";"Sverige";"NGM";"Produktion";"MULT MTF";"SE0009189574";1.14;"";0.008849549;-0.04201686;0.07547174;-0.129771;"";"";"";"";"";"";"";"";"";"";"";"";"";-0.05999172;0.02626479;-0.05703277;"";"";2
"MultiQ";"Sverige";"Small Cap";"Elektronisk utrustning";"MULQ";"SE0000353898";0.665;81.97056;-0.0220588;-0.0148148;-0.05673754;-0.08275862;-0.173913;-0.1582278;-0.06338022;-0.1984088;-15.50117;113.6192;-18.02054;0.6057311;0.903223;0.7857741;-12.85611;-0.238346;-6.326275;-0.02534401;-0.01638174;-0.1024069;"2017-05-18";"";2
"Munters";"Sverige";"Mid Cap";"Byggprodukter";"MTRS";"SE0009806607";55;10097.89;0;"";"";"";"";"";"";"";138.33;46.11;46.11;1.592978;0.5309928;0.5309928;-53.99941;-17.9998;-17.9998;"";"";"";"";"";1
"MVV Holding";"Sverige";"NGM";"Tjänster & Leverans";"MVV MTF B";"SE0001999442";2.73;14.20692;0.3514852;0.2409091;0.2697674;0.2938389;0.4368421;-0.08695652;0.0111111;0.05000005;-20.35794;120.676;8.766676;0.2643296;0.2115781;0.2305714;-3.526165;-4.869754;7.656546;0.02917528;0.01037872;-0.02228063;"";"";1
"Mycronic";"Sverige";"Mid Cap";"Elektronisk utrustning";"MYCR";"SE0000375115";91.5;8959.405;0.02808989;0.05475504;0.0368272;-0.1448598;-0.07808564;0.5443038;3.972826;5.310345;14.57772;15.10895;14.16651;3.378868;3.497354;3.306024;-22.19323;-5.882098;-13.65662;0.01839793;-0.05736393;-0.08083194;"2017-04-20";"";2
"myFC Holding";"Sverige";"First North";"Energiproducenter";"MYFC";"SE0005505898";16.2;423.5652;0.01250005;0.018868;-0.02994012;-0.06358373;1.473282;-0.2636363;"";"";-13.82253;-13.42591;-12.7935;51.0258;70.46909;70.02768;-9.853561;-15.58517;-9.320287;-0.01023257;-0.067303;0.1409161;"2017-04-28";"";1
"myTaste";"Sverige";"First North";"Programvara & Internet";"TASTE";"SE0003036821";5.65;99.51345;0.02727274;-0.00877188;-0.02586208;-0.2662337;-0.3505747;-0.4863636;-0.7026316;0.3139535;-11.71227;-20.51025;-15.943;2.225306;2.993021;2.694366;-11.05582;-27.19613;-13.6259;0.001340985;-0.1168076;-0.2849368;"2017-05-12";"";""
"Nanexa";"Sverige";"Aktietorget";"Läkemedel";"NANEXA";"SE0007074166";7.8;59.475;0;-0.01886788;-0.07142851;-0.2160804;-0.04878044;-0.1186441;"";"";-8.801625;-11.99893;-12.68083;26.88743;34.52285;32.48274;-5.82232;-9.247132;-9.684564;-0.02125001;-0.1111817;-0.02252263;"2017-05-17";"";1
"Nanologica";"Sverige";"Aktietorget";"Sjukvård";"NICA";"SE0005454873";8.4;28.2072;-0.01176475;-0.3513514;-0.4437087;-0.4846626;-0.5531915;-0.6705883;"";"";-1.238463;-3.73263;-2.48842;5.019968;7.296805;4.864537;-1.096149;-2.844632;-1.896421;-0.2373322;-0.1405351;-0.2408292;"2017-05-19";0;2
"Napatech";"Norge";"OB Match";"Kommunikation";"NAPA";"DK0060520450";24.3;575.0595;0.03404252;-0.008163297;-0.008163297;-0.1533101;-0.06538465;0.2925532;0.98773;"";123.8532;202.5664;-17.46157;1.99171;1.094579;1.292144;-13.79873;-18.69459;-10.57762;-0.013134;-0.05625468;0.05718315;"2017-05-09";"";1
"NattoPharma";"Sverige";"First North";"Läkemedel";"NATTO";"NO0010289200";10.9;191.5021;0;0.0380952;0.1534391;-0.0562771;0.1534391;0.7031249;"";"";-10.12917;-6.320945;-5.324574;3.507769;4.249992;3.110188;-27.8152;-14.08425;-11.44098;0.06417513;-0.01402652;0.0166899;"";"";1
"NattoPharma No";"Norge";"Oslo Axess";"Läkemedel";"NATTO";"NO0010289200";10.55;185.353;0.004761923;0.009569415;0.07653061;0.01932365;0.2382629;0.4353742;-0.2010541;0.2778121;-10.19619;-8.509411;-8.827847;3.530936;5.872681;6.035437;-27.99894;-15.20933;-14.40958;0.06381941;0.007742524;0.03402746;"";"";1
"Navamedic";"Norge";"OB Match";"Läkemedel";"NAVA";"NO0010205966";11.7;119.7027;-0.04098361;-0.06400002;-0.1169811;-0.1;-0.1268657;0.1527094;-0.1169811;-0.01680671;-11.23164;23.35311;-59.68303;0.4363965;0.4122887;0.4481839;-7.696933;-25.25653;-17.38899;-0.07990128;-0.00862813;0.02684116;"2017-05-10";"";1
"NC Lahega";"Sverige";"First North";"Produktion";"NOCH";"SE0005504669";2.57;131.1291;0.01984125;-0.02651521;0.04897954;-0.06204382;0.1473214;0.2009345;-0.4413044;"";-4.461031;-2.032943;-2.888151;0.4373376;0.2359063;0.3062036;-1.437126;-0.5519223;-1.797776;0.00632906;-0.03268826;0.03873324;"2017-05-12";"";""
"NCC B";"Sverige";"Large Cap";"Byggnation";"NCC B";"SE0000117970";240.6;26081.04;0.007537701;-0.03101086;0.05991192;0.1248247;0.1108033;-0.1631304;0.03306145;0.9786184;3.116015;3.099056;6.666725;0.4695649;0.4644029;0.4758793;8.874121;-592.5543;-794.8538;0.001510859;0.07531905;0.03064466;"2017-04-28";"";6
"Nederman";"Sverige";"Mid Cap";"Byggprodukter";"NMAN";"SE0002000083";256.5;2998.741;0.02191235;0.001953125;0.04480652;0.1299559;0.3607427;0.4054795;0.3571429;1.1375;16.30642;15.72237;15.68632;0.9540409;0.8477958;0.8453517;18.95538;40.88344;-20.58754;-0.03131682;0.08164883;0.1310159;"2017-04-19";"";2
"NEL";"Norge";"OB Match";"Produktion";"NEL";"NO0010081235";2.07;1408.844;0.01970441;-0.04166673;-0.04608301;0.01970441;0.02475245;-0.4017341;1.354681;-0.6366382;-22.84768;-50.57133;-61.04782;11.346;21.09494;16.96815;-14.27169;-22.26132;-17.85161;-0.04129929;-0.04374015;-0.04199481;"2017-05-11";"";1
"Nepa";"Sverige";"First North";"Programvara & Internet";"NEPA";"SE0008066302";116;829.168;0.002159827;-0.05306122;0.1372549;-0.04722793;0.2178478;0.9333333;"";"";-973.9714;-486.9857;-324.6571;4.424188;2.212094;1.474729;-83.88992;-41.94496;-27.96331;0.03227222;0.04185247;0.03134906;"2017-03-31";"";1
"Neste";"Finland";"Large Cap";"Olja & Gas";"NESTE";"FI0009013296";37.19;9505.95;-0.00375042;-0.01221787;-0.006146434;0.06775758;0.01224815;0.3062873;1.462914;4.039295;10.26582;9.171319;10.04763;0.7639596;0.6953205;0.6755879;12.93327;9.698244;11.90357;-0.004114747;0.04588377;0.004995108;"2017-04-27";"";5
"Net Gaming Europe";"Sverige";"Aktietorget";"Betting & Spel";"NETG";"SE0001863291";12.3;707.5575;-0.02380954;-0.01204816;0.2058824;0.3977273;1.365385;2.369863;20.2069;"";67.43421;23.87752;73.30546;8.2415;17.13834;17.89478;-4.363598;36.96302;84.42956;0.001196623;0.1932412;0.5793878;"2017-05-18";"";""
"Net Insight";"Sverige";"Mid Cap";"Kommunikation";"NETI B";"SE0000366098";6.5;2506.777;0.007751968;-0.04411767;-0.1390729;-0.1503268;-0.1275168;-0.02255641;2.551913;2.611111;71.11597;103.2484;431.4234;4.973991;4.933101;5.347344;74.34757;28.56662;45.87886;-0.1112614;-0.02335572;-0.001662791;"2017-05-02";"";1
"NetEnt";"Sverige";"Large Cap";"Betting & Spel";"NET B";"SE0008212971";71.3;17121.27;0.01422475;-0.02328763;-0.01246529;-0.04742813;0.02075883;-0.149672;1.73355;5.684354;33.79307;37.64867;37.76879;11.35644;12.88947;12.74084;44.2664;47.30197;46.40661;0.02262986;-0.03585225;-0.01421493;"2017-04-20";"";5
"NetJobs";"Sverige";"First North";"Bemanning";"NJOB";"SE0001790346";1;21;-0.047619;-0.1150442;-0.2307692;-0.2805755;-0.375;-0.408284;-0.408284;-0.6428571;-15.64945;-102.1199;-185.0372;0.5176877;1.288005;1.200525;-7.494647;40.85447;-29.26451;-0.07852495;-0.1068858;-0.1382455;"2017-05-10";"";1
"Nets Temp";"Denmark";"Large Cap";"IT-Tjänster";"NETS";"DK0060745453";134.1;26820;0.01360546;-0.02116784;0.166087;0.09469393;0.07280005;"";"";"";26.16585;8.721951;8.721951;3.923347;1.307782;1.307782;49.21101;16.40367;16.40367;0.04153788;0.08910942;-0.03291857;"2017-05-09";"";1
"NeuroSearch";"Denmark";"Small Cap";"Bioteknik";"NEUR";"DK0010224666";3.52;"";-0.04607048;-0.03561647;-0.03296707;0.00571428;0.4666666;0.408;0.01149424;-0.6255319;"";"";"";"";"";"";"";"";"";-0.01461947;0.002406478;0.1839328;"";"";2
"NeuroVive Pharmaceutical";"Sverige";"Small Cap";"Läkemedel";"NVP";"SE0002575340";3.49;172.6084;-0.00285714;-0.02513964;-0.1296759;-0.3877193;-0.008522719;-0.4183333;-0.8721611;-0.6739933;-2.263882;-5.761172;-6.573467;1065.484;3085.632;1523.948;-1.903175;-4.964217;-6.166926;-0.05798066;-0.160049;-0.09346294;"2017-05-18";"";2
"New Equity Venture";"Sverige";"Aktietorget";"Konsument";"NEVI B";"SE0004020931";67;194.97;-0.08219178;-0.04285714;-0.1066667;-0.1066667;-0.09459459;0.670823;19.80745;"";11.23633;10.45737;6.755631;8.097433;5.724252;5.017209;"";-34.45006;-15.03373;-0.02996516;-0.06545103;0.1130991;"2017-04-28";"";2
"New Nordic Healthbrands";"Sverige";"First North";"Konsumentprodukter";"NNH";"SE0001838038";23.2;143.724;-0.01276593;-0.01276593;0.06422026;-0.2;-0.06827305;0.2210527;0.6872728;3.034783;14.12825;14.50558;15.20299;0.4603971;0.4829802;0.5191153;79.44942;61.6983;-79.14454;0.02111161;-0.05221099;-0.02450436;"2017-04-27";"";2
"New Wave";"Sverige";"Mid Cap";"kläder & Textil";"NEWA B";"SE0000426546";58.75;3897.71;-0.008438818;-0.04471545;-0.07480314;-0.04081633;0.2113402;0.5708556;0.3382687;1.294922;12.75455;12.06115;13.63977;0.725763;0.5662608;0.5950368;11.97085;8.515354;42.2845;-0.04483586;-0.0125367;0.1344982;"2017-04-26";"";6
"Nexam";"Sverige";"First North";"Produktion";"NEXAM";"SE0005101003";11.15;721.6726;-0.004464303;-0.01762121;-0.09716605;0.07211539;0.06698563;-0.07468884;-0.5760456;"";-30.80111;-34.25966;-29.69431;65.42816;65.69453;65.51266;-25.21832;-35.06174;-26.8296;-0.03058827;-0.03528684;0.07054126;"2017-05-10";"";1
"Nexstim";"Sverige";"First North";"Sjukvård";"NXTMS";"FI4000102678";1.82;21.749;0.005524923;-0.02150536;-0.1727273;-0.1333333;-0.3476702;-0.808421;"";"";-0.340537;-2.836721;-3.028346;0.9076378;9.950123;12.07853;-0.3041354;-2.743253;-3.281492;-0.02262926;0.04211116;-0.4130609;"";"";2
"Nexstim Oyj";"Finland";"First North";"Sjukvård";"NXTMS";"FI4000102678";0.18;2.151;-0.05759159;-0.04761899;-0.2274678;-0.1818181;-0.3835616;-0.82;"";"";-0.319659;-2.788355;-3.035094;0.8518812;9.788945;12.1264;-0.2854527;-2.69868;-3.293864;-0.01038426;0.02845371;-0.4072753;"";"";2
"NEXT Biometrics";"Norge";"OB Match";"Elektronisk utrustning";"NEXT";"NO0010629108";87;1318.833;0.04191617;-0.09138381;-0.04918033;-0.2868852;-0.4161074;-0.338403;"";"";-6.847051;-8.392017;-9.418321;14.32424;106.6252;149.3361;-6.187696;-7.494779;-8.008055;-0.06664932;-0.06117272;-0.2575889;"";"";1
"Next Games";"Finland";"First North";"Betting & Spel";"NXTGMS";"FI4000233267";7.55;104.0692;-0.02580643;-0.04187816;-0.1065088;"";"";"";"";"";138.0256;138.0256;"";3.217176;3.217176;"";-80.05323;-80.05323;"";-0.05343324;-0.02821279;"";"";"";3
"NextGenTel";"Norge";"OB Match";"Telekommunikationstjänster";"NGT";"NO0010199052";21.4;498.2562;0.02884617;-0.02283105;-0.1607843;-0.1405623;-0.2517483;-0.1924528;-0.5136364;-0.2351571;18.60546;18.26714;17.72393;0.3738293;0.4603024;0.5067368;5.299865;13.63749;72.47765;-0.1040269;-0.02123171;-0.03936517;"2017-05-04";"";2
"NFO Drives";"Sverige";"Aktietorget";"Produktion";"NFO";"SE0000312068";0.327;77.82764;0.021875;-0.07102274;-0.1372032;0.2576923;0.211111;0.2723735;-0.3588235;"";-31.14286;-45.21619;-52.52529;3.356955;2.6724;2.904893;-10.32471;-10.35569;-14.15016;-0.09427744;0.1618303;0.1585373;"2017-05-16";"";1
"NGEx Resources";"Sverige";"Mid Cap";"Gruv & Metall";"NGQ";"CA65339B1004";5.85;1248.817;-0.0330579;-0.0330579;-0.1931035;-0.4060914;-0.3197675;0.125;"";"";-12.41511;-14.7086;-10.61066;"";"";"";-24.48488;-24.08778;-18.49028;-0.08785337;-0.1403509;-0.1276636;"2017-05-08";"";1
"NGS";"Sverige";"Small Cap";"Bemanning";"NGS";"SE0000402448";49;110.495;-0.7474227;-0.7493606;-0.771028;-0.7580247;-0.7351351;-0.7292818;-0.6287879;0.1060948;3.140583;9.741019;8.221549;0.1758279;0.510582;0.4493296;10.51132;-161.9974;-6.617625;-0.1789786;-0.01438046;0.08484734;"2017-05-04";"";2
"NIBE";"Sverige";"Large Cap";"Byggprodukter";"NIBE B";"SE0008321293";81.1;40875.7;-0.0006161805;-0.04923803;0.09299193;0.1186207;0.1577444;0.121715;0.655102;2.451064;27.84454;24.27484;24.2412;2.451169;2.214564;2.185745;-14.85849;-2.050149;-1.819401;0.02103066;0.08577752;0.04191589;"2017-05-11";"";4
"Nickel Mountain";"Sverige";"NGM";"Gruv & Metall";"NICK MTF";"SE0002214528";0.65;"";-0.09722229;-0.09722229;0.01562499;0;"";"";"";"";"";"";"";"";"";"";"";"";"";0.02738714;0.06769478;0.1270937;"";"";2
"Nicoccino";"Sverige";"First North";"Konsumentprodukter";"NICO";"SE0005506185";3.56;49.2348;0.002816899;0.04705878;-0.08247427;-0.1720931;-0.1055277;0.002816899;"";"";-0.4122565;-3.129097;-3.237659;284.5942;187.1576;213.0071;-10.35432;-7.691115;-8.974497;-0.01572078;-0.05747497;-0.08311081;"2017-04-27";"";1
"Nilsson Special Vehicles";"Sverige";"First North";"Produktion";"NILS";"SE0007702949";32.5;95.3225;0.006191975;-0.009146319;-0.009146319;-0.1333333;-0.2261905;0.438053;"";"";12.72016;15.87664;10.58442;0.493986;0.4284979;0.2856652;-22.08073;-18.18995;-12.12663;-0.01312977;-0.006500602;-0.09092957;"2017-04-20";"";2
"Nilörngruppen";"Sverige";"First North";"Tjänster & Leverans";"NIL B";"SE0007100342";98.75;1125.948;0.002538071;0;0.1350575;0.1416185;0.338983;1.239229;"";"";18.10631;12.01078;13.78991;1.732206;1.132066;1.218071;28.90009;20.91995;28.57771;0.01744628;0.09301591;0.1510003;"2017-05-03";"";1
"Nixu";"Finland";"First North";"Programvara & Internet";"NIXU";"FI0009008387";8.5;52.377;-0.017341;-0.02857143;-0.04279281;0.1805556;0.4705882;0.6666667;"";"";-216.8367;-696.2374;1.539434;2.361825;1.784496;1.872775;-17.59684;174.1518;-18.5626;0.009940386;0.09497844;0.2513428;"";"";1
"NKT Holding";"Denmark";"Large Cap";"Tjänster & Leverans";"NKT";"DK0010287663";555.5;0.5555;-0.003587444;0.01833181;0.09566075;0.03928905;0.1971983;0.5560224;0.4872825;1.562269;"";"";"";"";"";"";"";"";"";0.01706147;0.04354632;0.09380913;"2017-05-17";"";2
"NNIT";"Denmark";"Mid Cap";"IT-Tjänster";"NNIT";"DK0060580512";207;0.207;0.01970443;0.009756098;0.1189189;0.08947369;0.1342466;0.078125;"";"";"";"";"";"";"";"";"";"";"";0.02067924;0.03692639;-0.045008;"2017-05-18";"";2
"Nobia";"Sverige";"Large Cap";"Konsument";"NOBI";"SE0000949331";91.1;15330.4;0.001098884;-0.04306721;-0.04054764;0.02879724;0.1538949;0.08066423;0.5440677;3.030973;33.69332;25.43816;28.00495;1.234729;1.162204;1.17251;23.33394;26.01711;22.81593;-0.02624977;0.03666246;0.1092396;"2017-04-28";"";1
"Nobina";"Sverige";"Mid Cap";"Tjänster & Leverans";"NOBINA";"SE0007185418";53.5;4726.993;0.009433962;-0.02283105;-0.02283105;-0.009259259;-0.1083333;0.2768496;"";"";9.125488;100.149;357.7093;0.533641;0.4226305;0.440257;4.190596;4.145415;4.131495;-0.007859468;0.003911972;-0.002069116;"2017-04-06";"";1
