"Bolagsnamn";"Info";"Info";"Info";"Info";"Info";"Aktiekurs";"Börsvärde";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"P/E";"P/E";"P/E";"P/S";"P/S";"P/S";"P/FCF";"P/FCF";"P/FCF";"Medelvärde";"Medelvärde";"Medelvärde";"Info";"N. Rapport";"Graham"
"";"Land";"Lista";"Bransch";"Ticker";"ISIN";"Senaste";"Senaste";"Utveck.  1d";"Utveck.  1v";"Utveck.  1m";"Utveck.  3m";"Utveck.  6m";"Utveck.  1 år";"Utveck.  3 år";"Utveck.  5 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"MA(5)/MA(20)";"MA(20)/MA(70)";"MA(50)/MA(200)";"N. Rapport";"Antal dagar";"Poäng"
"Serneke";"Sverige";"Mid Cap";"Byggnation";"SRNKE B";"SE0007278841";119;2728.908;0.01492537;-0.002096436;0.086758;0.1442308;"";"";"";"";6.316918;2.745576;3.660769;0.6180992;0.2700449;0.3600598;"";-11.78304;-5.891522;0.05523384;0.05166292;0.01142001;"2017-05-03";"";3
"Serodus";"Norge";"Oslo Axess";"Läkemedel";"SER";"NO0010549801";2.3;74.0439;0;0;0;0;0.84;0.5333333;-0.2419499;"";-2.582529;-2.582529;"";249.3061;249.3061;"";-2.917756;-2.917756;"";"";0.002428174;0.2468489;"";"";3
"Serstech";"Sverige";"First North";"Elektronisk utrustning";"SERT";"SE0005365095";3.58;153.0307;-0.03243247;-0.07731964;-0.09137059;-0.3607143;-0.4225806;3.679739;-0.4225806;"";-33.58349;-21.57614;-24.04009;5.633584;7.428986;6.132095;-9.26897;-9.519117;-8.107187;-0.02302939;-0.1306629;-0.2387481;"2017-05-08";"";1
"Sevan Drilling";"Norge";"OB Match";"Olja & Gas";"SEVDR";"BMG8070J1099";2.99;88.89569;0;-0.08282208;-0.1205883;-0.35;0.05653713;0.2458333;-0.949322;-0.9744328;-0.1131205;-0.7179019;-0.7872987;"";0.1887045;0.3092282;0.09443627;4.614757;-1.897201;-0.0516048;-0.208609;0.05936503;"";"";1
"Sevan Marine";"Norge";"OB Match";"Olja & Gas";"SEVAN";"NO0010187032";14.1;741.7587;0;-0.007042213;-0.07843136;-0.09615384;-0.1705882;-0.353211;-0.4534883;0.123506;-3.697779;-10.33864;-6.928044;6.233266;2.084748;3.070328;-8.472401;-21.30213;-33.16278;-0.01495653;-0.05640471;-0.1071959;"";"";1
"ShaMaran";"Sverige";"First North";"Olja & Gas";"SNM";"CA8193201024";0.74;1597.387;0;0.02068963;0.07246378;0.1127819;0.3962265;0.1384616;-0.6711112;-0.4676259;-20.38568;-8.262454;-10.92088;"";"";"";-3.967553;-2.603418;-2.765238;0.08150805;0.02659297;0.08073033;"";"";2
"Shortcut Media";"Sverige";"Aktietorget";"Media";"SMG";"SE0008347462";6.85;54.0328;0.02238807;0;-0.07432435;-0.02142859;-0.02142859;"";"";"";51.27245;0.3737526;30.12399;1.025349;1.357744;0.7469473;"";-3.70197;-1.850985;-0.04302204;0.01681733;0.008279324;"2017-05-05";"";1
"Siem Offshore";"Norge";"OB Standard";"Olja & Gas";"SIOFF";"KYG813131011";1.9;1599.84;-0.02564106;-0.07317072;-0.09523807;-0.1555556;0.04972378;0.091954;-0.7764705;-0.8146341;-2.16895;-1.811429;-1.95124;0.3702479;0.41973;0.4542345;-0.530792;-0.8142986;4.159559;-0.03846151;-0.04298675;0.05868995;"2017-05-08";"";1
"Siem Shipping";"Norge";"OB Standard";"Tjänster & Leverans";"SSI";"KYG813241083";67.75;612.6633;0;0;0;0;-0.04577465;-0.2257143;0.1291667;0.5055556;10.13933;7.365543;53.17719;0.3802049;0.3682245;0.3831052;-2.321863;-11.01072;-8.421437;"";"";-0.07199723;"";"";2
"Siili Solutions";"Finland";"Small Cap";"IT-Tjänster";"SIILI";"FI4000043435";10.7;74.0226;0.009433907;0;0.07645878;0.2922705;0.3459119;0.4190981;1.74359;"";23.28111;16.38526;16.9109;1.527404;0.9887502;1.04854;21.71387;83.03268;170.0114;0.01403356;0.09149779;0.1573603;"";"";1
"Silkeborg IF";"Denmark";"Small Cap";"Hotell, restaurang & nöje";"SIF";"DK0010128008";12.521;"";0.009758088;0.001679993;0.04341666;0.01796746;0.4995209;1.177565;"";"";"";"";"";"";"";"";"";"";"";0.01858497;0.0215193;0.2333094;"";"";2
"SimCorp";"Denmark";"Large Cap";"IT-Tjänster";"SIM";"DK0060495240";401.2;0.4012;0.01057938;-0.0912797;-0.07981648;0.1323738;0.1598728;0.1944032;1.006;3.223158;"";"";"";"";"";"";"";"";"";-0.03596771;0.0557245;0.1373065;"2017-05-17";"";2
"Simris Alg";"Sverige";"First North";"Livsmedel";"SIMRIS B";"SE0008091664";15.9;151.05;0.006329077;0.03921565;-0.07558146;-0.02453985;-0.1117318;0.03921565;"";"";-7.490108;-9.287642;-5.46734;194.1517;148.4328;140.3422;-4.598733;-4.676397;-3.212632;-0.04391998;0.003727198;-0.07343692;"";"";1
"Sino Agro Food";"Norge";"Merkur Market";"Konsumentprodukter";"SIAF-ME";"US8293552050";27.2;541.28;-0.01090906;0.007407436;-0.202346;-0.0285714;-0.09030097;-0.32;"";"";1.015964;1.679046;0.3386547;0.1473085;0.2059093;"";29.13256;3.070673;9.710853;-0.04687232;-0.02624714;-0.1200716;"";"";3
"SinterCast";"Sverige";"Small Cap";"Produktion";"SINT";"SE0000950982";78.25;554.7925;-0.04281345;-0.009493671;-0.05722891;-0.021875;0.003205128;-0.1207865;-0.06287425;0.4764151;22.1039;21.91425;23.06855;7.579133;8.054852;8.045206;23.60819;30.92499;28.03818;0.002959132;0.00732851;-0.02947903;"2017-04-26";"";1
"Sivers IMA";"Sverige";"Aktietorget";"Elektronisk utrustning";"SIVE";"SE0003917798";3.9;163.3593;-0.00763358;0.05405407;-0.1136364;-0.338983;0.1111111;0.1676647;-0.5853842;"";-5.993546;-8.361949;-10.11202;4.311751;6.658735;6.112661;-3.671986;-5.45706;-7.994257;-0.0268209;-0.2527343;0.08269846;"2017-05-08";"";1
"SJR";"Sverige";"First North";"Bemanning";"SJR B";"SE0008406151";42.1;442.05;-0.004728151;0.02682923;0.01937044;0.03439797;0.1440217;0.2567164;0.6673267;1.225547;15.24313;13.6836;13.99509;1.239972;1.119281;1.141033;13.11721;13.97668;13.01317;0.01519382;0.02387726;0.05341458;"2017-05-16";"";4
"Sjöstrand Coffee";"Sverige";"Aktietorget";"Konsument";"SCC B";"SE0007897764";2.5;15.7075;-0.1319445;-0.1935484;-0.2163009;-0.05303034;-0.2163009;-0.7297298;"";"";-4.431053;-4.431053;"";4.511057;4.511057;"";-4.75121;-4.75121;"";-0.03019792;0.01184082;-0.1930979;"2017-04-28";"";2
"SKAKO";"Denmark";"Small Cap";"Byggprodukter";"SKAKO";"DK0010231877";77;0.077;0.02666667;0.03355705;0.02666667;-0.12;-0.2837209;0.232;1.75;1.52459;"";"";"";"";"";"";"";"";"";-0.01020074;-0.0556246;-0.1022996;"";"";2
"Skanska";"Sverige";"Large Cap";"Byggnation";"SKA B";"SE0000113250";205.8;84444.06;0.00243546;-0.04545456;-0.003389816;-0.05073801;-0.007714517;0.1909722;0.3442194;1.157233;12.23296;12.38267;13.60502;0.568356;0.5084181;0.5227898;25.62794;4.188384;1.777084;-0.01181453;"";0.01871169;"2017-05-05";"";6
"SKF B";"Sverige";"Large Cap";"Produktion";"SKF B";"SE0000108227";178.7;81371.23;0.01418842;-0.01920966;0.02348219;0.06686565;0.1127023;0.2375347;0.04259045;0.2746077;18.91486;19.96024;19.11458;1.089847;0.9763926;1.03814;11.1912;9.063088;10.9781;-0.04084569;0.04716527;0.102807;"2017-04-27";"";4
"SkiStar";"Sverige";"Mid Cap";"Hotell, restaurang & nöje";"SKIS B";"SE0000241614";214.5;8405.826;0.03874092;0;0.1916667;0.3448276;0.3973942;0.9280899;1.479769;1.822369;23.49526;18.79967;19.43334;3.898;2.945265;2.944432;27.90807;20.99143;20.07982;0.07887149;0.1601688;0.1432959;"";"";4
"Skåne-möllan";"Sverige";"First North";"Livsmedel";"SKMO";"SE0000476228";416.5;458.15;0;0.01585366;0.02839506;0.05309734;0.09605262;0.06794872;0.3883333;0.008474576;42.81808;55.83955;44.7971;2.828086;2.638356;2.569745;41.27478;56.81594;52.7979;0.01785374;0.01183522;-0.01020503;"2017-04-20";"";3
"Skånska Energi";"Sverige";"First North";"Energiproducenter";"SEAB B";"SE0004051969";60;496.62;0.07142857;0.1162791;0.1483254;0.03448276;0.07623318;0.2448132;-0.07692307;-0.2307692;-19.88203;12.27788;9.240169;1.749469;1.534646;1.616858;77.01923;-23.31872;56.78806;0.03983235;-0.005131423;-0.03607339;"2017-05-19";0;1
"Sleepo";"Sverige";"Aktietorget";"Konsument";"SLEEP";"SE0007691761";2.54;15.98422;0.08085109;0.04098357;0.09956711;0.02419353;0.245098;-0.1699346;"";"";-2.801368;"";"";0.3747326;"";"";-3.607362;"";"";0.02529228;-0.01932466;0.001518011;"2017-04-30";"";3
"Smart Eye";"Sverige";"First North";"Elektronisk utrustning";"SEYE";"SE0009268279";46;"";-0.01498931;-0.08457711;-0.08910891;-0.2520325;"";"";"";"";"";"";"";"";"";"";"";"";"";-0.04554028;-0.06239372;-0.0779686;"";"";2
"Softronic";"Sverige";"Small Cap";"IT-Tjänster";"SOF B";"SE0000323305";9.1;478.9603;0;0.04597708;0.04000004;0.03409093;0.1741936;0.1446542;0.2907802;0.4560001;12.21969;13.52388;12.72435;0.7680569;0.7059124;0.7028127;7.851808;10.18952;11.07193;-0.003827333;0.03533888;0.07128608;"2017-05-10";"";4
"Solar";"Denmark";"Mid Cap";"Byggprodukter";"SOLAR B";"DK0010274844";373.5;0.3735;-0.004;-0.05203046;-0.04961832;-0.02480418;0.02892562;0.1563468;-0.1354167;0.3656307;"";"";"";"";"";"";"";"";"";-0.02546471;0.009270668;0.04168165;"2017-05-03";"";2
"Solon Eiendom";"Norge";"OB Match";"Läkemedel";"BIONOR";"NO0003106700";20;635.7;0;-0.04761905;-0.09502264;-0.2307692;-0.5;-0.8507462;-0.9641577;-0.9752266;23.38634;-3.841777;2.053517;0.9193099;3109.816;2261.775;8.139461;-6.410862;-3.527574;-0.04221386;-0.08916694;-0.4422945;"";"";2
"Solstad Offshore A";"Norge";"OB Standard";"Tjänster & Leverans";"SOFF";"NO0003080608";11.75;537.4097;0.008583724;0.004273521;0.02173913;-0.1098485;-0.09615385;-0.08203126;-0.8931819;-0.8816121;-0.6198467;-4.633941;7.346613;0.2080001;0.4517948;0.5445392;-0.2025706;0.3145407;-0.6133693;-0.0159263;-0.0314312;-0.09273332;"2017-05-10";"";2
"SolTech Energy";"Sverige";"First North";"Energiproducenter";"SOLT";"SE0005392537";13.15;405.7301;0.003816735;-0.003787893;0.01153843;-0.06071431;-0.05395684;-0.339196;"";"";-22.82986;-20.51928;-12.08868;8.131026;8.626947;4.180009;-3.631377;-8.658991;-3.822144;0.001335621;-0.04970729;-0.05236655;"";"";1
"Solteq";"Finland";"Small Cap";"IT-Tjänster";"STQ1V";"FI0009007991";1.64;29.18872;0.01863352;-0.0060606;0;-0.02958584;-0.0238095;0.01234567;0.1006711;0.5922331;-482.3529;-115.1323;-62.35982;0.4624542;0.448585;0.4863168;-17.55185;-3.720159;-5.335083;-0.001222551;-0.003307223;-0.01664811;"2017-04-20";"";1
"Solvang";"Norge";"OB Standard";"Tjänster & Leverans";"SOLV";"NO0003390007";27.5;672.375;0.01851852;0;0.05769231;0.05769231;0.108871;0.05769231;0.2443439;0.4473684;6.325329;4.771456;5.354433;"";"";"";8.565287;17.68737;25.28187;-0.002383947;-0.006325841;0.06719184;"2017-05-15";"";3
"Sonetel";"Sverige";"First North";"Telekommunikationstjänster";"SONE";"SE0009580517";24.1;81.2411;0.03433482;-0.05118107;-0.1236364;"";"";"";"";"";-26.22416;-6.556039;-8.741385;5.987699;1.496925;1.9959;-13.07599;-6.537993;-6.537993;-0.03724462;-0.01469117;"";"";"";1
"Songa Offshore";"Norge";"OB Match";"Olja & Gas";"SONG";"CY0100962113";29.5;2308.051;-0.01006709;-0.03278688;-0.02317883;-0.08099684;0.475;-0.0483871;-0.875;-0.9761219;-5.829694;-4.386821;-5.230986;0.362685;0.3657788;0.3981389;-0.9832576;-0.4273582;-1.468538;"";-0.02575153;0.1167648;"2017-05-12";"";2
"Soprano";"Finland";"Small Cap";"IT-Tjänster";"SOPRA";"FI0009012793";0.55;9.8989;-0.02654865;0.03773593;0.3095239;0.2790698;0.5759313;0.5277777;-0.5299145;0.05769237;22.72727;-20.5176;-3.794647;0.5921457;0.6018479;0.6956733;9.089899;1.01681;-7.553152;-0.007283568;0.1936795;0.1680053;"";"";""
"Sotkamo Silver";"Sverige";"NGM";"Gruv & Metall";"SOSI";"SE0001057910";4.56;470.6604;0.01108641;0.0224215;-0.04000001;-0.1058823;0.425;-0.07878786;-0.3485714;-0.6352;-37.34644;-33.20087;-29.36205;9605.314;5066.803;5879.232;-26.6015;-23.7105;-19.59069;-0.02542651;-0.03360683;0.1962754;"2017-05-10";"";1
"Sotkamo Silver Oyj";"Finland";"Small Cap";"Gruv & Metall";"SOSI";"SE0001057910";0.465;47.99498;0.008676807;-0.01063829;-0.05102042;-0.1545455;0.4090909;-0.1057692;-0.515625;"";-36.61417;-33.09469;-29.45184;9410.779;5048.077;5939.943;-26.34336;-23.43424;-19.7224;-0.02777773;-0.04682869;0.1882197;"";"";1
"SP Group";"Denmark";"Small Cap";"Produktion";"SPG";"DK0010244771";928;0.928;0.01978022;-0.004291845;0.1974194;0.3508006;0.3488372;1.291358;2.314286;7.436364;"";"";"";"";"";"";"";"";"";-0.008470058;0.2256012;0.1440082;"2017-04-24";"";2
"Spago Nanomedical";"Sverige";"Aktietorget";"Bioteknik";"SPAG";"SE0004899474";12;103.224;-0.02834011;-0.008264494;-0.1397849;-0.09090908;0;-0.4174757;0.08597283;"";-14.14927;-17.11062;-16.13412;9.024654;12.89773;12.02868;-5.763162;-7.527982;-7.386372;-0.02841133;-0.04644322;-0.03693402;"2017-04-26";"";2
"SpectraCure";"Sverige";"Aktietorget";"Läkemedel";"SPEC";"SE0007158118";1.04;58.85464;0.009708729;-0.1111111;-0.1333334;-0.1811024;0.1182795;-0.3540373;"";"";-9.244445;-11.09171;-7.447774;17.07912;39.17424;29.58965;-2.537713;-13.63299;-3.39415;-0.08777827;-0.04344583;-0.1086829;"";"";1
"Spectrum";"Norge";"OB Match";"Olja & Gas";"SPU";"NO0010429145";36.4;1945.544;-0.02412863;-0.005464398;-0.03957783;-0.1078431;0.5826088;0.3284672;-0.2319735;0.3653772;-13.90215;-8.310772;-14.66663;2.406248;1.914063;2.00668;95.10358;43.3406;36.49817;-0.01267505;-0.01544446;0.193269;"2017-04-27";"";1
"SpiffX";"Sverige";"First North";"Betting & Spel";"SPIFFX";"SE0006913497";1.1;26.1723;0.0185185;-0.12;-0.1269841;-0.4148936;-0.6604939;-0.8070175;"";"";-2.170053;-4.229489;-3.798274;18.85612;28.41274;26.4444;-1.266504;-3.903021;-3.25345;-0.01647252;-0.1424001;-0.485929;"2017-05-18";"";1
"Spintso International";"Sverige";"NGM";"Elektronisk utrustning";"SPIN MTF";"SE0009190572";2;"";-0.05660372;-0.06542061;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";-0.008522689;-0.08328909;-0.01340723;"";"";2
"Sportamore";"Sverige";"Small Cap";"Återförsäljare";"SPOR";"SE0004777241";110;939.29;0.02325581;0.04265403;-0.02654867;0.3095238;0.4915254;1.231237;1.105263;"";22.69117;1.432016;8.481193;1.274952;0.8159842;0.867681;21.09295;3.844947;13.6171;0.008198619;-0.001336813;0.3669447;"2017-04-20";"";1
"Sprint Bioscience";"Sverige";"First North";"Läkemedel";"SPRINT";"SE0006343745";28.4;195.7328;-0.03728815;0.007092157;-0.03071671;-0.08387098;-0.1977402;-0.5124463;"";"";23.18746;-29.12457;25.46068;3.645135;7.183627;10.63866;-46.73658;-184.6333;-88.49899;0.01264048;-0.05138946;-0.1117564;"2017-05-17";"";""
"SRV Yhtiöt";"Finland";"Mid Cap";"Byggnation";"SRV1V";"FI0009015309";4.51;267.5558;0.006696475;-0.0301075;-0.02169195;-0.03426121;-0.05052627;0.3543544;0.1534527;0.2026667;10.70242;20.24794;13.90791;0.2768009;0.2707171;0.2713119;-8.182133;-8.951011;-10.61954;-0.02576703;0.01160383;-0.02217132;"2017-04-27";"";4
"SSAB A";"Sverige";"Large Cap";"Gruv & Metall";"SSAB A";"SE0000171100";35.75;36815.35;0.008178255;-0.01569382;0.02435526;-0.03975288;0.0614608;0.2197202;-0.3830889;-0.3852107;23.43494;35.37735;3.675605;0.6333388;0.4994355;0.4863504;13.11555;13.06402;11.71617;-0.03461367;0.01910007;0.1063303;"2017-04-21";"";2
"SSAB B Oyj";"Finland";"Large Cap";"Gruv & Metall";"SSAB B";"SE0000120669";2.988;3077.042;0.01014198;-0.01904139;0.0006697438;-0.08735493;0.04184096;0.1708463;"";"";19.26499;44.35139;3.248488;0.533531;0.4291497;0.4131006;10.77928;11.05107;9.877288;-0.04561848;-0.004642308;0.1084182;"";"";2
"SSBV-Rovsing";"Denmark";"Small Cap";"Programvara & Internet";"ROV";"DK0060400398";0.22;"";-0.1698113;-0.1851852;-0.09465021;0.4012738;0.3836478;0.5827338;0.2222222;-0.3853031;"";"";"";"";"";"";"";"";"";0.02615774;0.1097561;0.4234957;"";"";2
"SSH Communications";"Finland";"Small Cap";"Kommunikation";"SSH1V";"FI0009008270";2.26;70.8962;-0.004405282;0.1188119;0.07109009;0.0272727;0.09178747;-0.3213213;-0.2466667;3.808511;-6.883947;-12.34537;-16.97858;4.573948;6.47084;6.110574;-7.706109;-13.27344;-25.55298;0.1275167;-0.03515261;-0.1493595;"2017-04-20";"";""
"SSM Holding";"Sverige";"Mid Cap";"Byggnation";"SSM";"SE0009663511";57;2237.364;0.03636364;0;-0.01298701;"";"";"";"";"";15.46056;1.93257;5.153521;3.442623;0.4303279;1.147541;-9.590238;-1.19878;-3.196746;-0.01636481;-0.003984392;"";"";"";1
"Star Vault";"Sverige";"Aktietorget";"Betting & Spel";"STVA B";"SE0002149369";0.294;19.70506;0.05;0.05;-0.003389787;-0.04854364;-0.1036586;-0.265;-0.3608696;1.1;267.2727;67.96854;59.61582;8.7969;14.09833;12.99042;-25.26289;6.364524;-38.96252;-0.006391346;0.01266992;-0.1177678;"2017-05-19";0;1
"Starbreeze B";"Sverige";"First North";"Betting & Spel";"STAR B";"SE0005992831";15.9;4402.376;0.01273884;0.08532423;-0.01851859;-0.1263737;-0.2205883;-0.1928934;2.727494;28.81995;207.5718;141.392;120.3099;7.863464;9.818409;8.675098;-11.71904;-15.34034;-17.80213;-0.03406751;-0.02211344;-0.1761633;"2017-05-11";"";1
"Statoil";"Norge";"OBX";"Olja & Gas";"STL";"NO0010096985";153.2;495755.2;0.009222621;0.01861704;0.07282909;0.04146833;0.1013658;0.1518797;-0.1455661;0.1077368;-24.82057;-30.36625;-17.84361;1.153966;1.056048;1.048666;70.25452;26.50284;-12.26808;0.0404892;-0.001385868;0.01646566;"2017-05-04";"";2
"Stille";"Sverige";"First North";"Sjukvård";"STIL";"SE0000998650";61.75;298.129;0.02489627;0.03781512;-0.008032129;0.3027426;0.2602041;1.205357;2.983871;6.71875;17.77439;11.27157;11.27787;2.868721;1.82367;1.781219;18.91201;11.19609;10.85243;0.02585661;0.09148418;0.2311247;"2017-05-18";"";1
"Stillfront";"Sverige";"First North";"Betting & Spel";"SF";"SE0007704788";76.5;457.6995;0.02;-0.006493506;0.03378378;-0.1707317;0.3909091;0.1007194;"";"";32.02981;-21.99072;5.617959;3.465399;4.212753;4.212954;-14.91169;-0.3264914;8.376015;0.03401363;-0.06785238;0.0973804;"2017-05-16";"";1
"Stockmann B";"Finland";"Mid Cap";"Konsument";"STCBV";"FI0009000251";6.65;479.1259;-0.001501464;-0.06073444;-0.1661442;-0.09585315;0.007575787;0.1822222;-0.3422354;-0.5381944;-41.30435;-47.04568;-61.17035;0.3760504;0.3712145;0.3595469;399.2715;342.6534;146.972;-0.07110369;-0.01784617;0.05807447;"2017-04-28";"";1
"Stockwik";"Sverige";"Small Cap";"Elektronisk utrustning";"STWK";"SE0001159344";0.038;62.48085;0.02702698;0.02702698;-0.02564108;-0.1162791;-0.1363637;-0.3090909;0.2666667;-0.6551724;-3.619048;-12.55059;-6.644543;0.7619616;1.091998;0.9407464;-16.88672;-23.55455;-44.24459;-0.004059494;-0.05186951;-0.1634594;"2017-04-27";"";""
"Stolt-Nielsen";"Norge";"OB Match";"Handel & Distribution";"SNI";"BMG850801025";124.5;7712.152;0.01632653;-0.04597701;-0.09454545;-0.03861004;0.1971154;0.0826087;-0.2454545;0.238806;8.956899;6.530768;6.841694;0.4652676;0.3756734;0.4004165;"";6.579773;-8.749994;-0.02792221;-0.05049115;0.1636702;"2017-04-06";"";3
"Stora Enso R";"Sverige";"Large Cap";"Skog";"STE R";"FI0009007611";109.5;86351.7;0.01295099;-0.004545455;0.01860465;0.128866;0.2578977;0.6258352;0.6466165;1.740926;19.11595;12.36743;13.94309;0.880446;0.7041333;0.7408212;9.878904;10.41049;14.3894;0.0116396;0.04625309;0.1550015;"2017-04-27";"";2
"Stora Enso R Oyj";"Finland";"Large Cap";"Skog";"STERV";"FI0009005961";11.21;8840.206;0.009000935;-0.01838879;0.002683339;0.09152868;0.2623874;0.5569445;0.5230978;1.562872;19.26117;12.44318;14.03906;0.8865917;0.7088757;0.7443381;9.822451;10.48934;14.33774;0.005716324;0.03646708;0.1557511;"";"";3
"Storytel";"Sverige";"Aktietorget";"Media";"STORY B";"SE0007439443";76.25;3457.709;0.01666667;-0.07294833;0.03389831;0.133829;0.66122;1.944016;4.049669;"";490.0386;188.0027;211.4138;3.918141;2.814873;2.755165;"";-9.509815;5.236785;-0.005791485;0.04045904;0.3802617;"2017-05-15";"";""
"StrongPoint";"Norge";"OB Match";"Tjänster & Leverans";"STRONG";"NO0010098247";14.35;636.7956;0.0177305;-0.02380949;-0.09748424;0.007017571;0.09125482;0.2532752;1.228261;2.5;8.555926;10.66415;10.26901;0.571004;0.5143067;0.5189812;5.483377;5.232762;8.893207;-0.02450562;-0.01256377;0.09748184;"2017-04-20";"";2
"Studsvik";"Sverige";"Small Cap";"Tjänster & Leverans";"SVIK";"SE0000653230";56;460.264;0.01818182;0;-0.125;-0.1764706;0.03703704;-0.05485232;0.1864407;0.4698163;7.533058;0.795331;42.9388;0.6002399;0.5405086;0.4794686;3.607085;-3.47516;-0.847288;-0.05661976;-0.08211458;0.01949656;"2017-04-27";"";3
"Subsea7";"Norge";"OBX";"Olja & Gas";"SUBC";"LU0075646355";130.9;42626.8;0.01867699;-0.04452559;-0.03750005;0.1216795;0.3050846;0.7665317;0.1188034;0.05479448;11.4996;64.49516;-52.16514;1.340105;0.8833284;0.9387887;9.052769;4.646568;6.217081;-0.02413768;0.04905903;0.2313228;"2017-04-27";"";3
"Suominen";"Finland";"Mid Cap";"Konsument";"SUY1V";"FI0009010862";5.01;252.015;0.0121213;0.01622726;0.08676791;0.28133;0.3289126;0.3395723;0.7892858;1.569231;15.72011;16.13187;15.69725;0.5917054;0.5968003;0.588473;-7.576437;21.0141;10.68311;"";0.09975231;0.1054976;"2017-04-26";"";""
"Sweco B";"Sverige";"Large Cap";"Byggnation";"SWEC B";"SE0000489098";223.2;26672.18;0.02010966;-0.0004478554;0.03669296;0.1347229;0.2345132;0.7195685;1.199015;1.995973;23.37638;22.35414;23.9912;1.576277;1.178854;1.261703;23.17305;-43.8393;1.114797;0.002271771;0.05614078;0.1315583;"2017-05-11";"";4
"Svedbergs";"Sverige";"Small Cap";"Byggprodukter";"SVED B";"SE0000407991";45;950.13;0.02272727;0;-0.08163265;0.07142857;0.03448276;0.25;0.5151515;0.5050167;20.92829;19.3864;19.93008;1.884805;1.733666;1.742912;-7.768847;4.166624;2.01659;-0.006890476;-0.01173621;0.08751917;"2017-04-25";"";2
"Swedencare";"Sverige";"First North";"Livsmedel";"SECARE";"SE0008294078";24.6;383.145;0.01652891;-0.01204816;0.02928874;-0.1517241;-0.08208951;"";"";"";36.74384;36.48425;24.72538;6.051027;6.910617;4.269879;-13.04634;72.05335;-7.904613;0.005938888;-0.01829511;-0.05728567;"2017-04-27";"";1
"Swedish Match";"Sverige";"Large Cap";"Konsumentprodukter";"SWMA";"SE0000310336";293.4;53424.62;0.004106713;-0.008113571;0.005827842;0.05844149;0.01663197;0.07748809;0.2947925;0.09518477;11.49164;11.69597;13.49472;3.387952;3.425487;3.469817;9.479173;8.863002;11.29943;0.002638817;0.01621103;-0.01283193;"2017-05-08";"";5
"Swedish Orphan Biovitrum";"Sverige";"Large Cap";"Bioteknik";"SOBI";"SE0000872095";136.2;36550.91;0;-0.005839439;0.03338387;0.1561969;0.4070247;0.2717087;0.6814815;5.276497;51.91934;48.28273;175.196;6.861443;6.590118;7.26841;176.5744;145.2687;139.9168;-0.00252223;0.06684685;0.173866;"2017-04-28";"";1
"Swedol";"Sverige";"Small Cap";"Återförsäljare";"SWOL B";"SE0001733841";28.1;2337.92;0.03308822;-0.02090594;-0.06953643;-0.003546113;0.2217391;0.3069768;0.2060086;-0.06644519;16.76011;19.97771;19.70589;0.8726513;0.8142446;0.8003316;-10.23608;-6.761039;3.259705;-0.04824037;0.0164274;0.1168163;"2017-04-27";"";4
"Swemet";"Sverige";"NGM";"Elektronisk utrustning";"SWEM MTF B";"SE0006886917";2.1;32.3736;0.01449274;0;-0.009433954;-0.2391305;-0.2473119;-0.1250001;"";"";-8.688457;-8.997259;-10.81101;2.819263;2.525118;2.465799;-6.666721;-10.65848;-11.0559;-0.04158974;-0.1059962;-0.1569839;"";"";""
"Svenska Aerogel";"Sverige";"First North";"Produktion";"AERO";"SE0008212161";9.1;"";0;-0.1534883;-0.2945736;-0.3259259;"";"";"";"";"";"";"";"";"";"";"";"";"";-0.103712;-0.08865911;-0.08236276;"2017-05-17";"";2
"SynAct Pharma";"Sverige";"Aktietorget";"Bioteknik";"SYNACT";"SE0008241491";5.7;69.882;0.008849507;-0.05000003;0.0555555;-0.1678832;-0.1023622;"";"";"";-4.521657;"";"";"";"";"";-4.442876;"";"";0.0348258;-0.06922054;-0.0809505;"2017-05-11";"";3
"SyntheticMR";"Sverige";"Aktietorget";"Programvara & Internet";"SYNT";"SE0005454865";311.5;1258.46;0.003220612;-0.02351097;0.09683099;0.5892857;1.884259;2.053921;7.573427;"";246.7131;170.9382;1406.211;38.75762;26.03141;29.3606;626.7231;304.7531;317.3444;"";0.1869026;0.7015487;"2017-04-25";"";1
"Systemair";"Sverige";"Mid Cap";"Byggprodukter";"SYSR";"SE0002133975";148.5;7722;-0.01;-0.04807692;-0.05414013;0.1601563;0.2801724;0.4347826;0.30837;0.8276923;26.33726;27.19229;24.85561;1.163127;1.049275;1.05855;47.20049;65.63887;-66.50879;-0.01831025;0.06695712;0.1670537;"";"";3
"TagMaster";"Sverige";"First North";"Kommunikation";"TAGM B";"SE0000514408";1.81;303.7614;0.05847948;-0.04736844;0.09036143;0.06470582;0.5083333;0.5338983;2.12069;6.869565;47.63158;-2924.855;45.68131;2.312945;2.080157;2.024266;55.72582;-9.810593;-3.455907;-0.01510251;0.06385767;0.3230892;"2017-04-27";"";1
